title,artist,added
Baddy On The Floor (Explicit),"Jamie xx, Honey Dijon",johnnyrandomwalker
RATATA,"Skrillex, Missy Elliott, Mr. Oizo",Cali_Sober
Dhunga (Explicit),"TroyBoi, Toxic Rob",Cali_Sober
Jiggy Woogie,"Don Diablo, Major Lazer, Baby Lawd",KatalystJess
Rebel Rebel,David Bowie,Cynsaytional
Pusherman,Curtis Mayfield,JFLBridge
Cinderella (Explicit),"Future, Metro Boomin, Travis Scott",AnnieKate
freetime (Album Version),Kenna,Dr Fiddleballs
Can't Get Enough,"J. Cole, Trey Songz",Ann Redg8
Smokin' On (feat. Juicy J) (Explicit),"Snoop Dogg, Wiz Khalifa, Juicy J",Cali_Sober
Fried Rice,Lew Sid,Dr Fiddleballs
DOLCE & GABBANA (Explicit),Riff Raff,Sheynanigans
That boy Ain't right (Explicit),Hank Trill,KatalystJess
HONORRoLL (Explicit),Spark Master Tape,ontravelling
Wow Freestyle (Explicit),"Jay Rock, Kendrick Lamar",Josh Rueschenberg
Treat Me Right,Keys N Krates,Cali_Sober
Pit Stop (Explicit),IDK,Josh Rueschenberg
Hot Fuck No Love (feat. Cakes da Killa & Maxi Wild) (Explicit),"clipping., Cakes Da Killa, Maxi Wild",Josh Rueschenberg
Gotta Have It (Explicit),"JAY Z, Kanye West",Slattery
"Coffee, Cool",The Good Husbands,Ann Redg8
Baby Did A Bad Bad Thing,Chris Isaak,coffeecurls84
Favorite Song (Explicit),"Chance the Rapper, Childish Gambino",Ann Redg8
Bling-Bang-Bang-Born,Creepy Nuts,coffeecurls84
2 Be High,"Nico Moreno, Warface",KatalystJess
SICKO MODE (Skrillex Remix) (Explicit),"Travis Scott, Skrillex",geogkid21
Heartbreaker,Pat Benatar,coffeecurls84
Makarena Freestyle,Taco Hemingway,geogkid21
Collard Greens (Explicit),"ScHoolboy Q, Kendrick Lamar",Ann Redg8
"Freak (feat. Lil Wayne, Joyner Lucas & Tee Grizzley)","Chris Brown, Lil Wayne, Joyner Lucas, Tee Grizzley",Ann Redg8
It Was A Good Day (Explicit),Ice Cube,JFLBridge
T-Shirts Buddens,Lil B,ontravelling
Cadenas de Nieve (Explicit),"Cookin Soul, Ghostpell",Josh Rueschenberg
