title,artist,added
Got The Love (feat. Jennifer Hartswick),Big Gigantic,johnnyrandomwalker
Kkoastal (Explicit),Spark Master Tape,flaco_kream
Waffle House (Explicit),"Jay Worthy, Stalley, LNDN DRGS",flaco_kream
DROP TOP BEATER (Explicit),Pertinence,Sheynanigans
Bananas and Blow,Ween,raclij
Paper Cuts (2009 Re-mastered Version),Nirvana,flaco_kream
Butterfly,Crazy Town,Sheynanigans
N 2 Gether Now (Explicit),"Limp Bizkit, Method Man",maltliquorkicker
911 Is A Joke (Explicit),Public Enemy,Jordan Hurst
Rude Boy (Explicit),Rihanna,johnnyrandomwalker
That Was a Crazy Game of Poker,O.A.R.,Ktz
Move,ethanplus,Marcus McBride
Overthrow (Club Version),Boys Noize,Marcus McBride
Jump Around (25 Year Remix) (30 Years Remaster) (Explicit),"House of Pain, DJ Muggs, Damian ""Jr. Gong"" Marley, Everlast, Meyhem Lauren",geogkid21
Hold Me Back,"Autograf, John Splithoff",Paul A.
Praise You,Fatboy Slim,johnnyrandomwalker
Changes (Explicit),"2Pac, Talent",Jordan Hurst
Def Squad Delight (Explicit),"Erick Sermon, Redman, Keith Murray",maltliquorkicker
Still (Explicit),Maxo Kream,Ktz
Choppin' Blades (Explicit),"Mike WiLL Made-It, Jody HiGHROLLER, Slim Jxmmi",slimjim80889
Ice Ice Baby,Vanilla Ice,Jordan Hurst
Vitamin C,Can,flaco_kream
Moonlight,Disclosure,Marcus McBride
Save a Horse (Ride a Cowboy) [Dance Mix],Big & Rich,geogkid21
This Is America (Explicit),Childish Gambino,Jordan Hurst
Ain’t That Funkin’ Kinda Hard on You? (Louie Vega Remix) (Explicit),"funkadelic, Kendrick Lamar",Dr Fiddleballs
Music,Madonna,Kimmyk
Sugar (Gimme Some) [feat. Cee-Lo & Ludacris] (Explicit),"Trick Daddy, Cee-Lo Green, Ludacris",Kimmyk
I'm High,Wuki,Cali_Sober
Blue Dream,Zhu,Cali_Sober
Gin and Juice,The Gourds,maltliquorkicker
"Gravel Pit (feat. RZA, Method Man, Ghostface Killah, Raekwon & U-God) (Explicit)","Wu-Tang Clan, RZA, Method Man, Ghostface Killah, Raekwon, U-God",AnnieKate
Bonita Applebum (Sir Piers and Si Ashton's Curious House Mix),"A Tribe Called Quest, Sir Piers, Si Ashton",Marcus McBride
Back On My BS (Explicit),BigXthaPlug,Sheynanigans
Teen Scene (Wax Motif Remix) (Explicit),"Maeta, Buddy",Cali_Sober
We Want Some P--sy (Explicit),2 LIVE CREW,Kimmyk
The Dopest,Moksi,Eternity2Eternity
Rich As Fuck (Explicit),"Lil Wayne, 2 Chainz",Slattery
Bellz,TroyBoi,Cali_Sober
Thunderstruck,AC/DC,Kimmyk
JU$T (feat. Pharrell Williams & Zack de la Rocha) (Explicit),"Run The Jewels, El-P, Killer Mike, Zack De La Rocha, Pharrell Williams",Jordan Hurst
2 Cups (Explicit),Lil Debbie,coffeecurls84
B R Right (feat. Ludacris) (Explicit),"Trina, Ludacris",AnnieKate
Jerk It (Explicit),Thunderheist,Dr Fiddleballs
BaDinga (Reloaded),"DJ Sliink, Twrk",Eternity2Eternity
Twerkulator (Explicit),City Girls,geogkid21
Smooth Criminal,Alien Ant Farm,flaco_kream
Back To The Hotel (Explicit),N2Deep,maltliquorkicker
